"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"1","SL",2021-10-03,78.9,2.44,5.26,"Seager, Kyle",572122,650671,"field_out","hit_into_play",NA,NA,NA,NA,1,"Kyle Seager lines out to third baseman Jack Mayfield.","R","L","L","SEA","LAA","X",5,"line_drive",2,2,2021,-0.97,0.53,-0.8,3.1,NA,NA,NA,1,7,"Bot",97.61,150.08,NA,NA,435559,NA,NA,-5.24411575013613,-114.865110778518,1.13074694084261,-7.58250103772785,21.7535066834362,-27.9658663658565,3.37,1.53,144,68.2,17,78.9,2552,6.3,632237,650671,435559,665120,664058,608686,650859,594838,669016,501571,54.17,0.546,0.491,0,1,0,0,4,68,5,"Slider",3,7,3,7,7,3,3,7,"Infield shift","Standard",290,-0.01,-0.142
"2","FF",2021-10-03,92.4,2.1,5.33,"Seager, Kyle",572122,650671,"","ball",NA,NA,NA,NA,11,"Kyle Seager lines out to third baseman Jack Mayfield.","R","L","L","SEA","LAA","B",NA,"",1,2,2021,0.54,1.32,-1.96,2.55,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,435559,NA,NA,-11.5531154177026,-134.044336982793,-4.12268005157718,9.0060468583936,28.6126761999366,-15.5043757907476,3.36,1.53,NA,NA,NA,92.7,2231,6.6,632237,650671,435559,665120,664058,608686,650859,594838,669016,501571,53.87,NA,NA,NA,NA,NA,NA,NA,68,4,"4-Seam Fastball",3,7,3,7,7,3,3,7,"Infield shift","Standard",137,0,0.028
"3","SL",2021-10-03,85.7,2.38,6,"Seager, Kyle",572122,672282,"field_out","hit_into_play",NA,NA,NA,NA,5,"Kyle Seager flies out to right fielder Jose Rojas.","R","L","L","SEA","LAA","X",9,"fly_ball",1,0,2021,-0.14,-0.23,0.04,2.52,NA,664034,571745,1,1,"Bot",166.52,89.5,NA,NA,435559,NA,NA,-5.19976426173647,-124.879216683495,-1.56512841919383,-0.546946176347691,23.4232492661878,-34.4602372064689,3.37,1.53,290,83.1,40,85.4,2294,5.8,632237,672282,435559,665120,664058,608686,650859,594838,501571,670351,54.65,0.006,0.005,0,1,0,0,3,10,2,"Slider",0,2,0,2,2,0,0,2,"Infield shift","Standard",319,-0.046,-0.567
"4","SL",2021-10-03,77.8,2.33,5.28,"Seager, Kyle",572122,650671,"","foul",NA,NA,NA,NA,5,"Kyle Seager lines out to third baseman Jack Mayfield.","R","L","L","SEA","LAA","S",NA,"",1,1,2021,-1.1,0.06,0.07,2.44,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,435559,NA,NA,-2.81594822446764,-113.311813622658,0.737504910264208,-8.86749538304303,22.0343488650179,-32.0289746338834,3.37,1.53,193,69,60,77.6,2473,6.2,632237,650671,435559,665120,664058,608686,650859,594838,669016,501571,54.26,NA,NA,NA,NA,NA,NA,NA,68,3,"Slider",3,7,3,7,7,3,3,7,"Infield shift","Standard",292,0,-0.043
"5","SL",2021-10-03,78.2,2.53,5.31,"Seager, Kyle",572122,650671,"","called_strike",NA,NA,NA,NA,6,"Kyle Seager lines out to third baseman Jack Mayfield.","R","L","L","SEA","LAA","S",NA,"",1,0,2021,-0.85,-0.21,0.61,2.23,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,435559,NA,NA,-2.56752632542918,-113.902729071653,0.652925048757899,-6.88691931331924,21.8821235850275,-34.3731170341304,3.33,1.53,NA,NA,NA,77.9,2408,6.1,632237,650671,435559,665120,664058,608686,650859,594838,669016,501571,54.38,NA,NA,NA,NA,NA,NA,NA,68,2,"Slider",3,7,3,7,7,3,3,7,"Infield shift","Standard",291,0,-0.032
"6","SL",2021-10-03,86.5,2.45,5.98,"Seager, Kyle",572122,672282,"","ball",NA,NA,NA,NA,13,"Kyle Seager flies out to right fielder Jose Rojas.","R","L","L","SEA","LAA","B",NA,"",0,0,2021,-0.26,-0.43,-1.09,1.61,NA,664034,571745,1,1,"Bot",NA,NA,NA,NA,435559,NA,NA,-7.83156098107723,-125.810971744226,-3.29674841755351,-1.17662552774683,26.1244074182848,-36.2255601602906,3.44,1.53,NA,NA,NA,85.7,2240,5.9,632237,672282,435559,665120,664058,608686,650859,594838,501571,670351,54.62,NA,NA,NA,NA,NA,NA,NA,10,1,"Slider",0,2,0,2,2,0,0,2,"Infield shift","Standard",327,0,0.093
"7","SL",2021-10-03,79.1,2.46,5.37,"Seager, Kyle",572122,650671,"","ball",NA,NA,NA,NA,12,"Kyle Seager lines out to third baseman Jack Mayfield.","R","L","L","SEA","LAA","B",NA,"",0,0,2021,-0.75,-0.16,0.5,3.47,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,435559,NA,NA,-2.8644013597085,-115.12380539642,2.94041705381715,-6.10046923525593,21.9676852177583,-34.3413565020515,3.35,1.53,NA,NA,NA,78.6,2410,6,632237,650671,435559,665120,664058,608686,650859,594838,669016,501571,54.53,NA,NA,NA,NA,NA,NA,NA,68,1,"Slider",3,7,3,7,7,3,3,7,"Infield shift","Standard",284,0,0.026
"8","CU",2021-10-03,81,-2.23,5.89,"Seager, Kyle",572122,661383,"field_out","hit_into_play",NA,NA,NA,NA,4,"Kyle Seager flies out to right fielder Jose Rojas.","R","L","R","SEA","LAA","X",9,"fly_ball",1,1,2021,0.7,-0.57,-0.66,2.24,NA,NA,NA,1,3,"Bot",175.25,94.69,NA,NA,435559,NA,NA,2.14064519383815,-117.989605259868,-0.442120392483507,6.11585268932538,22.9077592971387,-37.6385429154903,3.37,1.53,286,83.7,41,80.3,2104,5.8,632237,661383,435559,665120,664058,608686,650859,594838,501571,670351,54.73,0.003,0.003,0,1,0,0,3,30,3,"Curveball",2,4,2,4,4,2,2,4,"Infield shift","Standard",29,-0.018,-0.157
"9","FF",2021-10-03,96.1,-2.03,5.93,"Seager, Kyle",572122,661383,"","called_strike",NA,NA,NA,NA,5,"Kyle Seager flies out to right fielder Jose Rojas.","R","L","R","SEA","LAA","S",NA,"",1,0,2021,-0.15,1.5,-0.06,2.62,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,435559,NA,NA,5.50580750984726,-139.731411828152,-6.5144784697501,-3.17421682602937,30.9191450243617,-11.2761372577244,3.4,1.53,NA,NA,NA,95.3,2361,5.8,632237,661383,435559,665120,664058,608686,650859,594838,501571,670351,54.68,NA,NA,NA,NA,NA,NA,NA,30,2,"4-Seam Fastball",2,4,2,4,4,2,2,4,"Infield shift","Standard",204,0,-0.032
"10","SL",2021-10-03,85.2,-2.54,5.61,"Seager, Kyle",572122,594577,"field_out","hit_into_play",NA,NA,NA,NA,7,"Kyle Seager flies out to left fielder Phil Gosselin.","R","L","R","SEA","LAA","X",7,"fly_ball",0,1,2021,0.39,0.08,-0.68,1.88,NA,NA,NA,1,5,"Bot",65.83,83.53,NA,NA,435559,NA,NA,3.56651426897833,-124.01248545401,-2.56520617517751,3.27655258350795,26.4159625480725,-31.0305110552433,3.37,1.53,322,93.9,25,84.6,2091,6,632237,594577,435559,665120,664058,608686,650859,594838,501571,670351,54.48,0.183,0.243,0,1,0,0,3,51,2,"Slider",2,7,2,7,7,2,2,7,"Infield shift","Standard",126,-0.008,-0.136
"11","CU",2021-10-03,82.1,-2.29,6.02,"Seager, Kyle",572122,661383,"","ball",NA,NA,NA,NA,11,"Kyle Seager flies out to right fielder Jose Rojas.","R","L","R","SEA","LAA","B",NA,"",0,0,2021,0.51,-0.46,-1.35,5.17,NA,NA,NA,1,3,"Bot",NA,NA,NA,NA,435559,NA,NA,1.12138384454979,-119.47058648363,5.41566044641474,4.73068717567028,22.1888209202255,-37.7788254126635,3.35,1.53,NA,NA,NA,81.4,1965,5.7,632237,661383,435559,665120,664058,608686,650859,594838,501571,670351,54.75,NA,NA,NA,NA,NA,NA,NA,30,1,"Curveball",2,4,2,4,4,2,2,4,"Infield shift","Standard",29,0,0.026
"12","FF",2021-10-03,94.1,-2.19,5.57,"Seager, Kyle",572122,594577,"","swinging_strike",NA,NA,NA,NA,1,"Kyle Seager flies out to left fielder Phil Gosselin.","R","L","R","SEA","LAA","S",NA,"",0,0,2021,-1.03,1.53,-0.76,2.81,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,435559,NA,NA,5.98484879870537,-136.868998623828,-4.78712373160073,-14.3026776138499,32.2241486016979,-12.1232367263367,3.37,1.53,NA,NA,NA,93.7,2270,6.2,632237,594577,435559,665120,664058,608686,650859,594838,501571,670351,54.3,NA,NA,NA,NA,NA,NA,NA,51,1,"4-Seam Fastball",2,7,2,7,7,2,2,7,"Infield shift","Standard",219,0,-0.027
"13","SI",2021-10-02,89.6,3.9,5.45,"Seager, Kyle",572122,646242,"double","hit_into_play",NA,NA,NA,NA,4,"Kyle Seager doubles (29) on a sharp fly ball to center fielder Brandon Marsh.","R","L","L","SEA","LAA","X",8,"fly_ball",1,0,2021,1.44,0.55,-0.32,2.16,NA,NA,NA,1,5,"Bot",75.48,53.94,NA,NA,545358,NA,NA,-13.4403528947509,-129.834897490974,-3.30536781982441,18.9209558366135,24.5855668046035,-25.4326973542393,3.37,1.53,378,103.7,23,89.9,2115,6.5,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.01,0.851,1.483,1.25,1,1,1,6,41,2,"Sinker",3,1,3,1,1,3,3,1,"Infield shift","Standard",126,0.027,0.384
"14","SL",2021-10-02,78.5,3.75,5.45,"Seager, Kyle",572122,646242,"","ball",NA,NA,NA,NA,13,"Kyle Seager doubles (29) on a sharp fly ball to center fielder Brandon Marsh.","R","L","L","SEA","LAA","B",NA,"",0,0,2021,-1.23,0.08,-1.12,1.88,NA,NA,NA,1,5,"Bot",NA,NA,NA,NA,545358,NA,NA,-8.23056973830955,-114.061921725388,-0.991967501882385,-9.15249871671957,21.570745196698,-31.4886992285224,3.27,1.49,NA,NA,NA,78.3,2712,6.3,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.22,NA,NA,NA,NA,NA,NA,NA,41,1,"Slider",3,1,3,1,1,3,3,1,"Infield shift","Standard",300,0,0.026
"15","CH",2021-10-02,81,3.31,5.61,"Seager, Kyle",572122,646242,"field_error","hit_into_play",NA,NA,NA,NA,4,"Kyle Seager reaches on a fielding error by first baseman Jared Walsh.   Mitch Haniger to 2nd.","R","L","L","SEA","LAA","X",3,"ground_ball",2,2,2021,1.33,0.35,-0.31,2.13,NA,NA,571745,1,3,"Bot",140.2,156.65,NA,NA,545358,NA,NA,-10.5990148077135,-117.556553992318,-1.84207757416229,14.2725645243888,20.4421782432776,-28.747291854825,3.37,1.53,31,94.4,-2,81.1,1734,6.3,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.17,0.294,0.272,0.9,1,0,0,2,24,5,"Changeup",1,0,1,0,0,1,1,0,"Infield shift","Standard",116,0.031,0.548
"16","SI",2021-10-02,90.4,3.48,5.47,"Seager, Kyle",572122,646242,"","foul",NA,NA,NA,NA,7,"Kyle Seager reaches on a fielding error by first baseman Jared Walsh.   Mitch Haniger to 2nd.","R","L","L","SEA","LAA","S",NA,"",2,1,2021,1.56,0.43,-0.38,1.67,NA,NA,571745,1,3,"Bot",NA,NA,NA,NA,545358,NA,NA,-12.9023567218972,-130.974707881643,-4.42467594209227,20.6608586863122,27.0634260003127,-26.4339582559055,3.37,1.53,NA,NA,NA,90.3,2164,6.4,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.07,NA,NA,NA,NA,NA,NA,NA,24,4,"Sinker",1,0,1,0,0,1,1,0,"Infield shift","Standard",118,0,-0.098
"17","SL",2021-10-02,77.9,3.55,5.64,"Seager, Kyle",572122,646242,"","swinging_strike",NA,NA,NA,NA,7,"Kyle Seager reaches on a fielding error by first baseman Jared Walsh.   Mitch Haniger to 2nd.","R","L","L","SEA","LAA","S",NA,"",2,0,2021,-1.31,-0.45,-0.61,1.99,NA,NA,571745,1,3,"Bot",NA,NA,NA,NA,545358,NA,NA,-6.52323964125174,-113.27816796605,-0.0366491457585889,-9.89440864721873,22.4139135955818,-36.2858120067122,3.37,1.53,NA,NA,NA,77.6,2697,6.3,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.18,NA,NA,NA,NA,NA,NA,NA,24,3,"Slider",1,0,1,0,0,1,1,0,"Infield shift","Standard",306,0,-0.061
"18","SL",2021-10-02,78.3,3.48,5.35,"Seager, Kyle",572122,646242,"","ball",NA,NA,NA,NA,13,"Kyle Seager reaches on a fielding error by first baseman Jared Walsh.   Mitch Haniger to 2nd.","R","L","L","SEA","LAA","B",NA,"",1,0,2021,-1.18,0.2,-1.71,2.18,NA,NA,571745,1,3,"Bot",NA,NA,NA,NA,545358,NA,NA,-9.03900323906793,-113.778110574303,-0.33288476738799,-8.64301736178259,20.1543932876175,-30.5893585197783,3.28,1.53,NA,NA,NA,78.5,2623,6.5,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.05,NA,NA,NA,NA,NA,NA,NA,24,2,"Slider",1,0,1,0,0,1,1,0,"Infield shift","Standard",298,0,0.07
"19","SL",2021-10-02,79.6,3.55,5.58,"Seager, Kyle",572122,646242,"","ball",NA,NA,NA,NA,3,"Kyle Seager reaches on a fielding error by first baseman Jared Walsh.   Mitch Haniger to 2nd.","R","L","L","SEA","LAA","B",NA,"",0,0,2021,-1.34,-0.32,0.41,3.48,NA,NA,571745,1,3,"Bot",NA,NA,NA,NA,545358,NA,NA,-4.36612785951854,-115.825392730624,2.77014062600161,-11.2126123053202,22.5513931882519,-35.8003882382588,3.37,1.57,NA,NA,NA,79.4,2733,6.2,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.25,NA,NA,NA,NA,NA,NA,NA,24,1,"Slider",1,0,1,0,0,1,1,0,"Infield shift","Standard",297,0,0.048
"20","SL",2021-10-02,81.1,3.35,5.51,"Seager, Kyle",572122,646242,"strikeout","swinging_strike",NA,NA,NA,NA,4,"Kyle Seager strikes out swinging.","R","L","L","SEA","LAA","S",2,"",2,2,2021,-1.26,0.13,-0.68,2.26,NA,664034,571745,1,1,"Bot",NA,NA,NA,NA,545358,NA,NA,-6.6405384173229,-118.013377401923,-0.881052718754029,-10.5193255016229,22.851832054672,-31.0095553346163,3.37,1.53,NA,NA,NA,81.6,2719,6.6,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,53.86,NA,NA,0,1,0,0,NA,7,6,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",301,-0.043,-0.439
"21","SL",2021-10-02,80.2,3.23,5.7,"Seager, Kyle",572122,646242,"","foul",NA,NA,NA,NA,5,"Kyle Seager strikes out swinging.","R","L","L","SEA","LAA","S",NA,"",2,2,2021,-1.08,-0.69,0.05,2.38,NA,664034,571745,1,1,"Bot",NA,NA,NA,NA,545358,NA,NA,-4.98368371645033,-116.740309216691,0.708371426016779,-8.81664940105313,23.6457636174664,-38.8261356229942,3.37,1.53,3,68.3,-36,80,2660,6.3,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.2,NA,NA,NA,NA,NA,NA,NA,7,5,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",304,0,0
"22","SI",2021-10-02,90.4,3.57,5.38,"Seager, Kyle",572122,646242,"","foul",NA,NA,NA,NA,8,"Kyle Seager strikes out swinging.","R","L","L","SEA","LAA","S",NA,"",2,1,2021,1.44,0.56,0.04,1.93,NA,664034,571745,1,1,"Bot",NA,NA,NA,NA,545358,NA,NA,-11.8297759228385,-131.062704828563,-3.77185620617206,19.0906614104732,28.2131992166433,-25.106770886597,3.37,1.53,2,94.2,-41,90,2231,6.3,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.18,NA,NA,NA,NA,NA,NA,NA,7,4,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",124,0,-0.137
"23","SL",2021-10-02,81.1,3.43,5.46,"Seager, Kyle",572122,646242,"","blocked_ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","SEA","LAA","B",NA,"",1,1,2021,-1.32,-0.3,-2.32,0.26,NA,664034,571745,1,1,"Bot",NA,NA,NA,NA,545358,NA,NA,-10.3376583695029,-117.58671189394,-4.35202819325683,-10.1093683673239,23.6636443535413,-34.2445904253094,3.41,1.53,NA,NA,NA,81,2772,6.6,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,53.93,NA,NA,NA,NA,NA,NA,NA,7,3,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",302,0,0.1
"24","SL",2021-10-02,79.1,3.45,5.49,"Seager, Kyle",572122,646242,"","swinging_strike",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","SEA","LAA","S",NA,"",1,0,2021,-1.62,0.02,-0.91,2.41,NA,664034,571745,1,1,"Bot",NA,NA,NA,NA,545358,NA,NA,-6.46507677897542,-115.050509644076,0.0768248656647368,-13.0089796294462,22.6599735729911,-32.2659895533052,3.37,1.53,NA,NA,NA,78.7,2795,6.2,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.34,NA,NA,NA,NA,NA,NA,NA,7,2,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",304,0,-0.105
"25","SL",2021-10-02,85.7,-2.32,5.3,"Seager, Kyle",572122,681810,"field_out","hit_into_play",NA,NA,NA,NA,7,"Kyle Seager grounds out to first baseman Jared Walsh.","R","L","R","SEA","LAA","X",3,"ground_ball",3,2,2021,0.75,0.1,-0.41,2.05,NA,NA,NA,0,7,"Bot",164.24,163.55,NA,NA,545358,NA,NA,3.02371008411437,-124.752754390111,-1.61540925266061,7.15911216316641,25.886277619501,-30.9721588955536,3.37,1.53,7,89.8,-16,86,2487,6.5,632255,681810,545358,665120,664058,608686,650859,594838,669016,501571,53.97,0.134,0.137,0,1,0,0,2,58,7,"Slider",3,1,3,1,1,3,3,1,"Infield shift","Standard",68,-0.01,-0.318
"26","FF",2021-10-02,91,3.16,5.68,"Seager, Kyle",572122,646242,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","SEA","LAA","B",NA,"",0,0,2021,1.13,1.24,-1.5,1.97,NA,664034,571745,1,1,"Bot",NA,NA,NA,NA,545358,NA,NA,-14.0620377776418,-131.632552473921,-5.96696768265957,16.1756651976286,28.2906167473022,-16.5469834697804,3.36,1.66,NA,NA,NA,90.6,2108,6.4,632255,646242,545358,665120,664058,608686,650859,594838,669016,670351,54.12,NA,NA,NA,NA,NA,NA,NA,7,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",129,0,0.093
"27","SL",2021-10-02,87.4,-2.3,5.32,"Seager, Kyle",572122,681810,"","foul",NA,NA,NA,NA,6,"Kyle Seager grounds out to first baseman Jared Walsh.","R","L","R","SEA","LAA","S",NA,"",3,2,2021,0.38,0.24,0.44,2.25,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,545358,NA,NA,5.83479478612956,-127.266889830934,-1.77260953221859,2.96763073115832,25.6513671956436,-29.4361204011046,3.37,1.53,8,79.6,-17,87.8,2516,6.5,632255,681810,545358,665120,664058,608686,650859,594838,669016,501571,54.03,NA,NA,NA,NA,NA,NA,NA,58,6,"Slider",3,1,3,1,1,3,3,1,"Infield shift","Standard",91,0,0
"28","CH",2021-10-02,88.3,-2.37,5.13,"Seager, Kyle",572122,681810,"","ball",NA,NA,NA,NA,14,"Kyle Seager grounds out to first baseman Jared Walsh.","R","L","R","SEA","LAA","B",NA,"",2,2,2021,-1.4,0.4,0.09,-1.29,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,545358,NA,NA,8.91165922996281,-127.983599118337,-10.3731266995313,-17.168090838566,26.082264558216,-25.7477468574469,3.32,1.48,NA,NA,NA,88.5,1970,6.6,632255,681810,545358,665120,664058,608686,650859,594838,669016,501571,53.9,NA,NA,NA,NA,NA,NA,NA,58,5,"Changeup",3,1,3,1,1,3,3,1,"Infield shift","Standard",250,0,0.101
"29","SL",2021-10-02,86.7,-2.35,5.36,"Seager, Kyle",572122,681810,"","called_strike",NA,NA,NA,NA,7,"Kyle Seager grounds out to first baseman Jared Walsh.","R","L","R","SEA","LAA","S",NA,"",2,1,2021,0.46,0.44,-0.55,1.59,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,545358,NA,NA,3.37109689564314,-126.368055323258,-3.81441515212533,4.36371702217159,22.4481400317055,-26.8846236297356,3.25,1.33,NA,NA,NA,87.3,2615,6.3,632255,681810,545358,665120,664058,608686,650859,594838,669016,501571,54.22,NA,NA,NA,NA,NA,NA,NA,58,4,"Slider",3,1,3,1,1,3,3,1,"Infield shift","Standard",94,0,-0.066
"30","FF",2021-10-02,93.7,-2.26,5.4,"Seager, Kyle",572122,681810,"","ball",NA,NA,NA,NA,11,"Kyle Seager grounds out to first baseman Jared Walsh.","R","L","R","SEA","LAA","B",NA,"",1,1,2021,-0.74,1.49,-0.99,2.63,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,545358,NA,NA,4.92625569121573,-136.40897755484,-4.74919129563814,-10.3115080385417,29.1716339867519,-12.7342530052022,3.34,1.53,NA,NA,NA,94,2295,6.4,632255,681810,545358,665120,664058,608686,650859,594838,669016,501571,54.12,NA,NA,NA,NA,NA,NA,NA,58,3,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Infield shift","Standard",224,0,0.052
"31","CH",2021-10-02,85.7,-2.63,5.25,"Seager, Kyle",572122,681810,"","ball",NA,NA,NA,NA,11,"Kyle Seager grounds out to first baseman Jared Walsh.","R","L","R","SEA","LAA","B",NA,"",0,1,2021,-1.37,0.34,-1.85,2.66,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,545358,NA,NA,4.62945335685189,-124.724650502573,-0.523828540049985,-15.2264928628386,24.8348917404949,-28.7511146695135,3.3,1.41,NA,NA,NA,86.1,1815,6.5,632255,681810,545358,665120,664058,608686,650859,594838,669016,501571,53.98,NA,NA,NA,NA,NA,NA,NA,58,2,"Changeup",3,1,3,1,1,3,3,1,"Infield shift","Standard",249,0,0.027
"32","SL",2021-10-02,86.9,-2.36,5.31,"Seager, Kyle",572122,681810,"","called_strike",NA,NA,NA,NA,4,"Kyle Seager grounds out to first baseman Jared Walsh.","R","L","R","SEA","LAA","S",NA,"",0,0,2021,0.34,0.44,-0.36,2.35,NA,NA,NA,0,7,"Bot",NA,NA,NA,NA,545358,NA,NA,4.10584177950308,-126.509758388824,-1.84269586882506,2.82719746311389,24.732369668296,-27.2882449966886,3.41,1.53,NA,NA,NA,87.2,2446,6.4,632255,681810,545358,665120,664058,608686,650859,594838,669016,501571,54.12,NA,NA,NA,NA,NA,NA,NA,58,1,"Slider",3,1,3,1,1,3,3,1,"Infield shift","Standard",115,0,-0.038
"33","SL",2021-10-02,84.4,-2.14,5.23,"Seager, Kyle",572122,623474,"single","hit_into_play",NA,NA,NA,NA,13,"Kyle Seager singles on a fly ball to center fielder Brandon Marsh.   Ty France scores.    Mitch Haniger to 3rd.    Kyle Seager to 2nd.","R","L","R","SEA","LAA","X",8,"fly_ball",2,2,2021,0.58,0.03,-0.93,1.72,664034,NA,571745,2,8,"Bot",131.2,94.28,NA,NA,545358,NA,NA,1.6302781038486,-123.004303348417,-1.88933122894775,5.60676521064441,23.6075883299338,-31.7095920145465,3.37,1.53,252,74.4,28,82.6,2642,4.9,632255,623474,545358,665120,664058,608686,650859,594838,669016,501571,55.58,0.637,0.599,0.9,1,1,0,4,73,5,"Slider",5,4,5,4,4,6,6,4,"Infield shift","Standard",88,0.073,1.103
"34","FF",2021-10-02,92.9,-1.97,5.32,"Seager, Kyle",572122,623474,"","swinging_strike",NA,NA,NA,NA,1,"Kyle Seager singles on a fly ball to center fielder Brandon Marsh.   Ty France scores.    Mitch Haniger to 3rd.    Kyle Seager to 2nd.","R","L","R","SEA","LAA","S",NA,"",2,1,2021,-1.22,0.87,-0.32,2.99,664034,NA,571745,2,8,"Bot",NA,NA,NA,NA,545358,NA,NA,6.71137699016863,-135.116108048273,-2.02080942818178,-16.4355998597439,30.7882749554451,-21.3340778761682,3.37,1.53,NA,NA,NA,90.6,2361,5,632255,623474,545358,665120,664058,608686,650859,594838,669016,501571,55.46,NA,NA,NA,NA,NA,NA,NA,73,4,"4-Seam Fastball",5,4,5,4,4,5,5,4,"Infield shift","Standard",245,0,-0.125
"35","FF",2021-10-02,93.1,-1.93,5.41,"Seager, Kyle",572122,623474,"","ball",NA,NA,NA,NA,11,"Kyle Seager singles on a fly ball to center fielder Brandon Marsh.   Ty France scores.    Mitch Haniger to 3rd.    Kyle Seager to 2nd.","R","L","R","SEA","LAA","B",NA,"",1,1,2021,-1.47,0.67,-1.12,4.17,664034,NA,571745,2,8,"Bot",NA,NA,NA,NA,545358,NA,NA,5.14793391687057,-135.438309175631,1.09698193441653,-19.2329303889648,31.3734993765468,-24.4575911194329,3.38,1.55,NA,NA,NA,90.4,2363,4.8,632255,623474,545358,665120,664058,608686,650859,594838,669016,501571,55.74,NA,NA,NA,NA,NA,NA,NA,73,3,"4-Seam Fastball",5,4,5,4,4,5,5,4,"Infield shift","Standard",239,0,0.054
"36","SL",2021-10-02,81.7,-2.14,5.25,"Seager, Kyle",572122,623474,"","foul",NA,NA,NA,NA,5,"Kyle Seager singles on a fly ball to center fielder Brandon Marsh.   Ty France scores.    Mitch Haniger to 3rd.    Kyle Seager to 2nd.","R","L","R","SEA","LAA","S",NA,"",1,0,2021,0.2,0.02,0.23,2.28,664034,NA,571745,2,8,"Bot",NA,NA,NA,NA,545358,NA,NA,4.84559838328518,-118.965104639635,-0.173998934690166,0.93659557272412,22.6727411319943,-32.1807883737365,3.37,1.53,301,102.1,22,80,2545,5.1,632255,623474,545358,665120,664058,608686,650859,594838,669016,501571,55.41,NA,NA,NA,NA,NA,NA,NA,73,2,"Slider",5,4,5,4,4,5,5,4,"Infield shift","Standard",136,0,-0.057
"37","SL",2021-10-02,83,-2.2,5.24,"Seager, Kyle",572122,623474,"","ball",NA,NA,NA,NA,11,"Kyle Seager singles on a fly ball to center fielder Brandon Marsh.   Ty France scores.    Mitch Haniger to 3rd.    Kyle Seager to 2nd.","R","L","R","SEA","LAA","B",NA,"",0,0,2021,0.47,0.28,-1.42,2.51,664034,NA,571745,2,8,"Bot",NA,NA,NA,NA,545358,NA,NA,0.850927657253344,-121.072870470959,-0.444854910746465,4.49688438915273,20.9196875705932,-29.4979931670866,3.34,1.58,NA,NA,NA,81.3,2341,4.8,632255,623474,545358,665120,664058,608686,650859,594838,669016,501571,55.73,NA,NA,NA,NA,NA,NA,NA,73,1,"Slider",5,4,5,4,4,5,5,4,"Infield shift","Standard",198,0,0.052
