"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"1293","CU",2021-06-30,77.6,1.64,5.79,"Seager, Kyle",572122,571927,"","foul",NA,NA,NA,NA,13,"Kyle Seager homers (14) on a fly ball to left field.   J.P. Crawford scores.","R","L","L","TOR","SEA","S",NA,"",1,0,2021,-1.11,-0.54,-1.05,1.97,NA,NA,641487,2,3,"Top",NA,NA,NA,NA,656180,NA,NA,-3.71154289122398,-113.058423556924,-0.326558223784398,-8.97923278160354,18.8266902391912,-36.9975860154722,3.37,1.53,161,58.6,35,77.8,2136,6.2,633445,571927,656180,666971,543760,624415,666182,606192,543807,545341,54.3,NA,NA,NA,NA,NA,NA,NA,23,2,"Curveball",1,2,2,1,2,1,2,1,"Standard","Standard",321,0,-0.048
"1294","SI",2021-06-30,92.5,1.78,5.89,"Seager, Kyle",572122,571927,"","ball",NA,NA,NA,NA,1,"Kyle Seager homers (14) on a fly ball to left field.   J.P. Crawford scores.","R","L","L","TOR","SEA","B",NA,"",0,0,2021,1.25,0.87,-0.71,3.35,NA,NA,641487,2,3,"Top",NA,NA,NA,NA,656180,NA,NA,-9.04039350833689,-134.43930792809,-2.57810344512123,17.0269500865767,27.1600551653397,-21.2686516886326,3.27,1.52,NA,NA,NA,92.7,2069,6.3,633445,571927,656180,666971,543760,624415,666182,606192,543807,545341,54.2,NA,NA,NA,NA,NA,NA,NA,23,1,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",123,0,0.036
"1295","FF",2021-06-30,95.9,2.38,5.97,"Seager, Kyle",572122,641743,"strikeout","foul_tip",NA,NA,NA,NA,4,"Kyle Seager strikes out on a foul tip.","R","L","L","TOR","SEA","S",2,"",2,2,2021,0.35,1.26,-0.52,2.72,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,656180,NA,NA,-8.33381701327505,-139.499930993598,-5.80824857258863,6.32516785282841,28.837578086377,-14.5835848319631,3.37,1.53,NA,NA,NA,94.9,2665,5.6,633445,641743,656180,666971,543760,624415,666182,606192,543807,545341,54.94,NA,NA,0,1,0,0,NA,62,5,"4-Seam Fastball",5,6,6,5,6,5,6,5,"Infield shift","Standard",138,0.012,-0.091
"1296","SL",2021-06-30,81.6,2.83,5.73,"Seager, Kyle",572122,641743,"","foul",NA,NA,NA,NA,14,"Kyle Seager strikes out on a foul tip.","R","L","L","TOR","SEA","S",NA,"",2,1,2021,-0.58,-0.51,0.99,2.41,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,656180,NA,NA,-3.01042103954429,-118.811198575553,0.0516909503432676,-4.87849353095789,22.5854258493903,-37.2276159879267,3.37,1.53,27,83.6,-4,80.6,2590,5.5,633445,641743,656180,666971,543760,624415,666182,606192,543807,545341,54.96,NA,NA,NA,NA,NA,NA,NA,62,4,"Slider",5,6,6,5,6,5,6,5,"Standard","Standard",309,0,-0.028
"1297","SL",2021-06-30,80.6,2.88,5.69,"Seager, Kyle",572122,641743,"","ball",NA,NA,NA,NA,14,"Kyle Seager strikes out on a foul tip.","R","L","L","TOR","SEA","B",NA,"",1,1,2021,-0.78,-0.89,0.64,1.02,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,656180,NA,NA,-3.43444955483408,-117.466229386014,-2.0669472608719,-6.6178576045167,21.1823724511953,-40.2655284832253,3.44,1.51,NA,NA,NA,79.7,2599,5.5,633445,641743,656180,666971,543760,624415,666182,606192,543807,545341,55.05,NA,NA,NA,NA,NA,NA,NA,62,3,"Slider",5,6,6,5,6,5,6,5,"Standard","Standard",312,0,0.02
"1298","SL",2021-06-30,82.7,2.8,5.73,"Seager, Kyle",572122,641743,"","called_strike",NA,NA,NA,NA,2,"Kyle Seager strikes out on a foul tip.","R","L","L","TOR","SEA","S",NA,"",1,0,2021,-0.41,-0.18,0.21,2.93,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,656180,NA,NA,-5.05338235079812,-120.416234508996,0.406654302395016,-3.1097249672207,21.8728908455528,-34.2009461461106,3.45,1.59,NA,NA,NA,81.9,2598,5.5,633445,641743,656180,666971,543760,624415,666182,606192,543807,545341,54.95,NA,NA,NA,NA,NA,NA,NA,62,2,"Slider",5,6,6,5,6,5,6,5,"Standard","Standard",303,0,-0.02
"1299","SL",2021-06-30,83.1,2.75,5.71,"Seager, Kyle",572122,641743,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out on a foul tip.","R","L","L","TOR","SEA","B",NA,"",0,0,2021,-0.3,-0.37,-2.21,0.11,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,656180,NA,NA,-10.6068443917903,-120.67412553159,-5.62519148466727,-1.1076005869817,21.1782989816891,-34.9145067684123,3.37,1.47,NA,NA,NA,82.3,2555,5.6,633445,641743,656180,666971,543760,624415,666182,606192,543807,545341,54.86,NA,NA,NA,NA,NA,NA,NA,62,1,"Slider",5,6,6,5,6,5,6,5,"Standard","Standard",326,0,0.016
"1300","SL",2021-06-30,88.2,-1.98,6.29,"Seager, Kyle",572122,605447,"strikeout","foul_tip",NA,NA,NA,NA,6,"Kyle Seager strikes out on a foul tip.","R","L","R","TOR","SEA","S",2,"",1,2,2021,0.21,-0.42,0.32,2.16,NA,641487,571745,1,9,"Top",NA,NA,NA,NA,624512,NA,NA,5.2149700675747,-128.401119199382,-3.15867207299907,1.32837452566853,24.7653637101945,-36.4413394016978,3.37,1.53,NA,NA,NA,89.4,2088,6.8,633445,605447,624512,666971,543760,624415,666182,606192,543807,545341,53.65,NA,NA,0,1,0,0,NA,79,4,"Slider",6,6,6,6,6,6,6,6,"Infield shift","Standard",52,0.099,-0.352
"1301","FF",2021-06-30,98.2,-2.02,6.35,"Seager, Kyle",572122,605447,"","ball",NA,NA,NA,NA,11,"Kyle Seager strikes out on a foul tip.","R","L","R","TOR","SEA","B",NA,"",0,2,2021,-0.48,1.45,-0.81,4.48,NA,641487,571745,1,9,"Top",NA,NA,NA,NA,624512,NA,NA,4.44933254653973,-143.027684067575,-3.02027181225895,-7.60163298858033,32.7846524971193,-11.8188384012202,3.48,1.5,NA,NA,NA,99.7,2303,7.1,633445,605447,624512,666971,543760,624415,666182,606192,543807,545341,53.43,NA,NA,NA,NA,NA,NA,NA,79,3,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Infield shift","Standard",196,0,0.052
"1302","SL",2021-06-30,89.6,1.74,5.77,"Seager, Kyle",572122,571927,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",2,"",1,2,2021,0.06,0.38,-1.96,1.49,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,656180,NA,NA,-9.27536549943662,-130.217435102459,-5.39142346878446,2.62525683524459,26.8037334981037,-26.8725615263518,3.37,1.53,NA,NA,NA,89.8,2186,6.5,633445,571927,656180,666971,543760,624415,666182,606192,543807,545341,54.03,NA,NA,0,1,0,0,NA,8,4,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",124,0.023,-0.174
"1303","FF",2021-06-30,97.9,-2.26,6.2,"Seager, Kyle",572122,605447,"","foul",NA,NA,NA,NA,6,"Kyle Seager strikes out on a foul tip.","R","L","R","TOR","SEA","S",NA,"",0,1,2021,-0.32,1.3,0.29,2.63,NA,641487,571745,1,9,"Top",NA,NA,NA,NA,624512,NA,NA,7.76180116819197,-142.371836849091,-7.29082052001763,-6.11539552834519,30.9943905520457,-12.9854153183113,3.37,1.53,179,61.9,41,99.8,2358,7.2,633445,605447,624512,666971,543760,624415,666182,606192,543807,545341,53.26,NA,NA,NA,NA,NA,NA,NA,79,2,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Standard","Standard",197,0,-0.113
"1304","CU",2021-06-30,77,1.54,5.91,"Seager, Kyle",572122,571927,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","B",NA,"",0,2,2021,-1.09,-0.71,-1.53,0.56,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,656180,NA,NA,-4.51408356380245,-112.264375021261,-3.20968258206332,-8.63279125086893,17.4997138514324,-37.9396298053286,3.51,1.58,NA,NA,NA,77.2,2337,6.1,633445,571927,656180,666971,543760,624415,666182,606192,543807,545341,54.45,NA,NA,NA,NA,NA,NA,NA,8,3,"Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard",321,0,0.022
"1305","FF",2021-06-30,97.6,-2.09,6.3,"Seager, Kyle",572122,605447,"","called_strike",NA,NA,NA,NA,6,"Kyle Seager strikes out on a foul tip.","R","L","R","TOR","SEA","S",NA,"",0,0,2021,-0.41,1.57,0.44,2.7,NA,641487,571745,1,9,"Top",NA,NA,NA,NA,624512,NA,NA,7.87316531131638,-141.639509332276,-7.87044886593496,-7.37956221974055,34.9504787861602,-9.42048157225891,3.37,1.4,NA,NA,NA,98.8,2233,7.3,633445,605447,624512,666971,543760,624415,666182,606192,543807,545341,53.19,NA,NA,NA,NA,NA,NA,NA,79,1,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Standard","Standard",203,0,-0.074
"1306","SI",2021-06-30,93.6,1.76,5.95,"Seager, Kyle",572122,571927,"","called_strike",NA,NA,NA,NA,1,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",0,1,2021,0.83,0.84,-0.67,3.03,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,656180,NA,NA,-8.09245181248399,-136.270075575798,-3.81592223832362,11.8335353602819,22.7647168232334,-20.9674998486589,3.53,1.58,NA,NA,NA,94.6,2172,6.3,633445,571927,656180,666971,543760,624415,666182,606192,543807,545341,54.17,NA,NA,NA,NA,NA,NA,NA,8,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",123,0,-0.052
"1307","CU",2021-06-30,76.5,1.65,5.94,"Seager, Kyle",572122,571927,"","foul",NA,NA,NA,NA,5,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",0,0,2021,-0.74,-0.8,-0.14,2.43,NA,NA,NA,0,2,"Top",NA,NA,NA,NA,656180,NA,NA,-2.44755890056517,-111.497472284903,0.962542416801767,-5.81913581611615,18.3655585202077,-39.2197601590608,3.37,1.53,193,77.4,23,76.6,2301,6.1,633445,571927,656180,666971,543760,624415,666182,606192,543807,545341,54.44,NA,NA,NA,NA,NA,NA,NA,8,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",319,0,-0.038
"1308","FF",2021-06-30,93.7,2.51,6.03,"Seager, Kyle",572122,641743,"single","hit_into_play",NA,NA,NA,NA,5,"Kyle Seager singles on a sharp line drive to right fielder Randal Grichuk.   Ty France to 2nd.","R","L","L","TOR","SEA","X",9,"line_drive",1,0,2021,0.3,1.16,-0.19,2.24,NA,NA,664034,0,5,"Top",160.65,93.56,NA,NA,656180,NA,NA,-7.53680710832343,-136.192874231809,-6.58169075069104,5.29535434955783,27.0575764892576,-16.4608486716155,3.37,1.53,276,106.5,14,92.8,2342,5.6,633445,641743,656180,666971,543760,624415,666182,606192,543807,545341,54.92,0.729,0.773,0.9,1,1,0,5,43,2,"4-Seam Fastball",4,6,6,4,6,4,6,4,"Standard","Standard",168,-0.037,0.644
"1309","SL",2021-06-30,82.8,2.88,5.83,"Seager, Kyle",572122,641743,"","ball",NA,NA,NA,NA,13,"Kyle Seager singles on a sharp line drive to right fielder Randal Grichuk.   Ty France to 2nd.","R","L","L","TOR","SEA","B",NA,"",0,0,2021,-0.2,-0.11,-0.83,1.26,NA,NA,664034,0,5,"Top",NA,NA,NA,NA,656180,NA,NA,-7.95960798385492,-120.372502498984,-3.64664955708199,-0.344164495189005,24.4557588084704,-32.7282062341007,3.62,1.65,NA,NA,NA,81.6,2596,5.7,633445,641743,656180,666971,543760,624415,666182,606192,543807,545341,54.83,NA,NA,NA,NA,NA,NA,NA,43,1,"Slider",4,6,6,4,6,4,6,4,"Standard","Standard",300,0,0.057
"1310","SL",2021-06-29,89.9,2.49,6.04,"Seager, Kyle",572122,592662,"strikeout","swinging_strike_blocked",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",2,"",0,2,2021,0.39,0.38,-0.83,0.11,NA,641487,571745,0,6,"Top",NA,NA,NA,NA,624512,NA,NA,-9.02271788936178,-130.487826106405,-9.52847354411914,6.22908650745713,25.9825166239471,-26.0315116136705,3.37,1.53,NA,NA,NA,90,2127,6.4,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.13,NA,NA,0,1,0,0,NA,46,3,"Slider",3,0,0,3,0,3,0,3,"Infield shift","Standard",149,0.061,-0.391
"1311","FF",2021-06-29,96.2,2.6,6.09,"Seager, Kyle",572122,592662,"","foul",NA,NA,NA,NA,1,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",0,1,2021,0.6,1.41,-0.65,2.93,NA,641487,571745,0,6,"Top",NA,NA,NA,NA,624512,NA,NA,-9.95563366817321,-139.73007407441,-6.03002370320081,9.88239904565252,27.9491924103536,-12.4297427618927,3.37,1.53,NA,NA,NA,96.5,2268,6.3,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.2,NA,NA,NA,NA,NA,NA,NA,46,2,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard",152,0,-0.114
"1312","FF",2021-06-29,96.3,2.54,6.09,"Seager, Kyle",572122,592662,"","called_strike",NA,NA,NA,NA,6,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",0,0,2021,0.73,1.4,0.75,2.7,NA,641487,571745,0,6,"Top",NA,NA,NA,NA,624512,NA,NA,-6.36966794603172,-140.125649599698,-6.62813294638319,10.9672177751815,29.1143847797747,-12.4530398413002,3.45,1.63,NA,NA,NA,96.3,2308,6.1,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.4,NA,NA,NA,NA,NA,NA,NA,46,1,"4-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard",143,0,-0.101
"1313","SL",2021-06-29,89.1,2.43,6.1,"Seager, Kyle",572122,592662,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",2,"",0,2,2021,0,0.77,-0.91,2.27,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,624512,NA,NA,-8.19608627556613,-129.557987150906,-5.09138799976609,1.47045897426058,22.6155105852288,-22.6448330553383,3.37,1.53,NA,NA,NA,89.5,2240,6.2,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.26,NA,NA,0,1,0,0,NA,28,3,"Slider",2,0,0,2,0,2,0,2,"Infield shift","Standard",141,0.026,-0.152
"1314","SL",2021-06-29,90.3,2.46,6.21,"Seager, Kyle",572122,592662,"","foul",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",0,1,2021,-0.05,0.94,-0.9,1.98,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,624512,NA,NA,-8.20909565988226,-131.236022930558,-6.60386060114947,0.861160131073861,23.806898220446,-20.1624447772806,3.37,1.53,187,65.7,35,90.4,2393,6.1,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.38,NA,NA,NA,NA,NA,NA,NA,28,2,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",147,0,-0.052
"1315","SL",2021-06-29,88.3,2.54,6.25,"Seager, Kyle",572122,592662,"","swinging_strike",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",0,0,2021,-0.02,0.66,-0.24,1.41,NA,NA,NA,0,4,"Top",NA,NA,NA,NA,624512,NA,NA,-6.69113888473718,-128.477694478182,-7.11044103322017,1.02555489850627,23.739366512916,-23.6588873642113,3.37,1.53,NA,NA,NA,88.5,2216,6.2,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.35,NA,NA,NA,NA,NA,NA,NA,28,1,"Slider",2,0,0,2,0,2,0,2,"Standard","Standard",147,0,-0.038
"1316","FF",2021-06-29,95,2.58,6.02,"Seager, Kyle",572122,592662,"strikeout","swinging_strike",NA,NA,NA,NA,9,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",2,"",3,2,2021,0.6,1.37,0.43,2.05,NA,641487,571745,0,1,"Top",NA,NA,NA,NA,624512,NA,NA,-6.97036464858381,-138.165988104117,-7.87135073111229,9.11750318584883,28.1063285919859,-13.0301929766847,3.37,1.53,NA,NA,NA,95.5,2260,6.4,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.11,NA,NA,0,1,0,0,NA,3,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",145,0.05,-0.811
"1317","FF",2021-06-29,95.8,2.6,5.98,"Seager, Kyle",572122,592662,"","foul",NA,NA,NA,NA,5,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",3,2,2021,0.52,1.33,0.06,2.52,NA,641487,571745,0,1,"Top",NA,NA,NA,NA,624512,NA,NA,-7.91058663981116,-139.389486388623,-6.60892652399915,8.35718089339321,26.7653324778098,-13.5675872590871,3.37,1.53,218,77.7,23,96.6,2190,6.4,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.07,NA,NA,NA,NA,NA,NA,NA,3,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",148,0,0
"1318","FF",2021-06-29,95.7,2.64,5.99,"Seager, Kyle",572122,592662,"","foul",NA,NA,NA,NA,2,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",3,1,2021,0.64,1.2,0.27,3.49,NA,641487,571745,0,1,"Top",NA,NA,NA,NA,624512,NA,NA,-7.72191952330575,-139.325355049195,-3.78094658732528,9.97338833883009,27.674430105189,-15.8370975838535,3.37,1.53,153,82.2,68,96.4,2311,6.4,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.11,NA,NA,NA,NA,NA,NA,NA,3,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",149,0,-0.175
"1319","FF",2021-06-29,95.8,2.63,6.02,"Seager, Kyle",572122,592662,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","B",NA,"",2,1,2021,0.61,1.22,-0.95,1.62,NA,641487,571745,0,1,"Top",NA,NA,NA,NA,624512,NA,NA,-10.829263763902,-139.084333047252,-8.85090177640728,10.0567196017522,25.6828862349155,-14.5343094963615,3.37,1.6,NA,NA,NA,96.5,2285,6.4,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.1,NA,NA,NA,NA,NA,NA,NA,3,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",145,0,0.3
"1320","FF",2021-06-29,96.3,2.65,5.99,"Seager, Kyle",572122,592662,"","ball",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","B",NA,"",1,1,2021,0.9,1.37,-0.83,1.25,NA,641487,571745,0,1,"Top",NA,NA,NA,NA,624512,NA,NA,-11.231913568605,-139.549170970659,-10.1099973336915,14.128406572997,28.445327112706,-12.1090823010889,3.37,1.54,NA,NA,NA,96.3,2298,6.3,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.19,NA,NA,NA,NA,NA,NA,NA,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",139,0,0.097
"1321","SL",2021-06-29,90,2.85,6.06,"Seager, Kyle",572122,592662,"","called_strike",NA,NA,NA,NA,6,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","S",NA,"",1,0,2021,-0.03,0.67,0.46,2.82,NA,641487,571745,0,1,"Top",NA,NA,NA,NA,624512,NA,NA,-5.85767537436584,-131.050396138027,-3.5582576268663,0.710629280637579,24.1183461866333,-23.9322497589597,3.42,1.62,NA,NA,NA,90.3,2225,6.1,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.38,NA,NA,NA,NA,NA,NA,NA,3,2,"Slider",0,0,0,0,0,0,0,0,"Strategic","Standard",152,0,-0.101
"1322","FF",2021-06-29,97,2.61,6.08,"Seager, Kyle",572122,592662,"","ball",NA,NA,NA,NA,11,"Kyle Seager strikes out swinging.","R","L","L","TOR","SEA","B",NA,"",0,0,2021,0.63,1.33,-0.9,3.02,NA,641487,571745,0,1,"Top",NA,NA,NA,NA,624512,NA,NA,-10.8077451131097,-140.879552143226,-5.68064107446066,10.7607848377289,30.6126919838871,-13.3074589189667,3.51,1.62,NA,NA,NA,96.9,2274,6.2,633497,592662,624512,665489,543760,624415,666182,666971,543807,606192,54.25,NA,NA,NA,NA,NA,NA,NA,3,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",142,0,0.083
"1323","CH",2021-06-29,87,-2.21,5.57,"Seager, Kyle",572122,606930,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Kyle Seager strikes out swinging.","R","L","R","TOR","SEA","S",2,"",2,2,2021,-0.72,0.85,-1.14,1.73,NA,NA,NA,1,8,"Top",NA,NA,NA,NA,624512,NA,NA,4.07189469792661,-126.697200788151,-4.82971557206147,-8.59664062607079,25.5153427727012,-22.1946234218409,3.37,1.53,NA,NA,NA,87.5,972,6.5,633497,606930,624512,665489,543760,624415,666182,606192,641505,543807,53.98,NA,NA,0,1,0,0,NA,69,5,"Changeup",9,3,3,9,3,9,3,9,"Strategic","Standard",213,0.002,-0.142
"1324","FF",2021-06-29,94.9,-1.97,5.85,"Seager, Kyle",572122,606930,"","foul",NA,NA,NA,NA,11,"Kyle Seager strikes out swinging.","R","L","R","TOR","SEA","S",NA,"",2,1,2021,-0.27,1.49,-1.08,2.77,NA,NA,NA,1,8,"Top",NA,NA,NA,NA,624512,NA,NA,2.94256266223539,-138.120317186704,-5.78522782336849,-4.11018235268373,30.5499130349443,-11.9817517503018,3.37,1.53,196,80.8,65,95.4,2468,6.5,633497,606930,624512,665489,543760,624415,666182,606192,641505,543807,53.97,NA,NA,NA,NA,NA,NA,NA,69,4,"4-Seam Fastball",9,3,3,9,3,9,3,9,"Strategic","Standard",199,0,-0.053
"1325","FF",2021-06-29,95.3,-2.19,5.71,"Seager, Kyle",572122,606930,"","ball",NA,NA,NA,NA,11,"Kyle Seager strikes out swinging.","R","L","R","TOR","SEA","B",NA,"",1,1,2021,-0.56,1.49,-0.89,4.2,NA,NA,NA,1,8,"Top",NA,NA,NA,NA,624512,NA,NA,4.67597633186791,-138.70447350898,-1.67681726605454,-8.33712135759781,31.5976449217389,-12.780975661936,3.53,1.7,NA,NA,NA,95.3,2500,6.3,633497,606930,624512,665489,543760,624415,666182,606192,641505,543807,54.17,NA,NA,NA,NA,NA,NA,NA,69,3,"4-Seam Fastball",9,3,3,9,3,9,3,9,"Strategic","Standard",213,0,0.038
"1326","FC",2021-06-29,90,-1.98,5.66,"Seager, Kyle",572122,606930,"","swinging_strike",NA,NA,NA,NA,14,"Kyle Seager strikes out swinging.","R","L","R","TOR","SEA","S",NA,"",1,0,2021,0.43,0.64,0.28,1.38,NA,NA,NA,1,8,"Top",NA,NA,NA,NA,624512,NA,NA,4.72297567547423,-131.012291907281,-6.0638050174197,4.03230356740706,25.8419761294516,-23.8088691539091,3.37,1.53,NA,NA,NA,90.7,2461,6.5,633497,606930,624512,665489,543760,624415,666182,606192,641505,543807,53.98,NA,NA,NA,NA,NA,NA,NA,69,2,"Cutter",9,3,3,9,3,9,3,9,"Standard","Standard",178,0,-0.032
"1327","FC",2021-06-29,89.2,-2.19,5.66,"Seager, Kyle",572122,606930,"","ball",NA,NA,NA,NA,11,"Kyle Seager strikes out swinging.","R","L","R","TOR","SEA","B",NA,"",0,0,2021,0.45,0.51,-0.26,4.02,NA,NA,NA,1,8,"Top",NA,NA,NA,NA,624512,NA,NA,3.7885415934385,-129.930200973294,0.871356446074086,4.4044620673764,26.0164182656327,-26.7035708241573,3.57,1.61,NA,NA,NA,89.6,2300,6.4,633497,606930,624512,665489,543760,624415,666182,606192,641505,543807,54.13,NA,NA,NA,NA,NA,NA,NA,69,1,"Cutter",9,3,3,9,3,9,3,9,"Standard","Standard",160,0,0.026
"1328","FF",2021-06-27,93.5,-1.1,6.19,"Seager, Kyle",572122,669424,"walk","ball",NA,NA,NA,NA,11,"Kyle Seager walks.","R","L","R","CWS","SEA","B",NA,"",3,1,2021,-0.53,1.27,-0.91,3.58,NA,571745,NA,0,6,"Top",NA,NA,NA,NA,641470,NA,NA,1.6411039925544,-136.239397426508,-3.74469259680265,-6.99791179450248,29.9367694500394,-15.7381484694421,3.1,1.38,NA,NA,NA,92.3,2094,5.5,633499,669424,641470,518735,544725,660162,641313,683734,571718,670768,55,NA,NA,0.7,1,0,0,NA,51,5,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Strategic","Standard",211,-0.011,0.254
"1329","FF",2021-06-27,93.9,-0.89,6.27,"Seager, Kyle",572122,669424,"","ball",NA,NA,NA,NA,13,"Kyle Seager walks.","R","L","R","CWS","SEA","B",NA,"",2,1,2021,-0.45,1.41,-0.11,1.19,NA,571745,NA,0,6,"Top",NA,NA,NA,NA,641470,NA,NA,2.96220756435073,-136.430031059861,-10.4034851927452,-6.20405620299376,28.862676117045,-12.5370662484687,3.15,1.38,NA,NA,NA,92.8,2106,5.6,633499,669424,641470,518735,544725,660162,641313,683734,571718,670768,54.86,NA,NA,NA,NA,NA,NA,NA,51,4,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Strategic","Standard",210,0,0.142
"1330","FF",2021-06-27,93.6,-0.9,6.19,"Seager, Kyle",572122,669424,"","ball",NA,NA,NA,NA,14,"Kyle Seager walks.","R","L","R","CWS","SEA","B",NA,"",1,1,2021,-0.33,1.35,1.19,1.95,NA,571745,NA,0,6,"Top",NA,NA,NA,NA,641470,NA,NA,6.05466666225919,-136.030582375361,-8.08827586033334,-5.38651467561669,30.2386254794334,-13.8191073316207,3.09,1.37,NA,NA,NA,92.9,2062,6,633499,669424,641470,518735,544725,660162,641313,683734,571718,670768,54.54,NA,NA,NA,NA,NA,NA,NA,51,3,"4-Seam Fastball",7,1,1,7,1,7,1,7,"Strategic","Standard",212,0,0.041
